Employee ID,Name,Gender,Age,Department,Job Title,Salary,Education,Marital Status,Date of Joining,Last Working Day,Employment Status,Reason for Leaving,Performance Score,Years at Company,Number of Projects,Promotion in Last 5 Years
9951,Scott Thornton,Female,55,IT,Lead,64125,High School,Married,11/11/2022,,Active,,Excellent,4,10,No
7253,Meghan Suarez,Male,57,HR,Assistant,57816,PhD,Divorced,4/28/2022,,Active,,Excellent,0,5,No
8979,Michael Lopez,Other,30,Finance,Lead,88025,PhD,Single,5/24/2015,,Active,,Below Average,7,1,Yes
4572,Andrea Garcia,Female,38,Finance,Manager,35823,Bachelors,Divorced,3/12/2020,,Active,,Good,1,1,Yes
9186,Sara Wood,Male,57,IT,Coordinator,74653,Masters,Single,10/29/2016,,Active,,Poor,8,4,Yes
8838,Debra Cruz,Male,37,Finance,Manager,89890,High School,Married,2/19/2017,,Active,,Poor,10,4,Yes
4658,Mark Yates,Other,28,Admin,Coordinator,76940,PhD,Divorced,7/2/2015,,Active,,Poor,1,10,No
1222,Jasmine Watson,Other,48,marketing,Lead,50479,Bachelors,Single,6/29/2018,1/25/2025,Resigned,Personal Reasons,Average,2,14,No
8843,George Martinez,Other,51,Marketing,Executive,80704,Masters,Divorced,5/14/2015,,Active,,Average,0,7,No
1789,Kayla Camacho,Male,47,Sales,Manager,50574,Masters,Divorced,5/2/2015,,Active,,Excellent,8,2,Yes
4574,Karen Ferguson,Male,57,R&D,Lead,115106,Bachelors,Married,6/6/2020,,Active,,Excellent,6,9,No
8596,Madeline Cain,Male,39,hr,Manager,107526,Bachelors,Married,7/7/2021,6/25/2024,Active,,Poor,5,12,No
5384,David Hernandez,Male,56,R&D,Coordinator,46175,PhD,Single,3/5/2019,,Active,,Below Average,2,13,No
3339,Christopher Gomez,Male,47,Sales,Analyst,65024,PhD,Single,1/26/2023,3/8/2023,Terminated,Better Opportunity,Average,5,8,Yes
4015,Benjamin Martin,Female,29,HR,Analyst,48951,High School,Single,9/19/2015,3/31/2024,Terminated,Termination,Poor,1,14,Yes
3147,Adam Colon,Other,20,Admin,Manager,55121,Bachelors,Divorced,11/6/2023,6/22/2024,Terminated,Career Change,Good,4,3,No
9856,Cheryl Marshall,Other,28,IT,Executive,71230,PhD,Single,9/23/2015,,Active,,Average,0,13,Yes
4006,Deanna Collins,Male,36,HR,Analyst,59110,Masters,Divorced,8/20/2016,,Active,,Average,6,5,No
7697,Robert Parker,Male,25,IT,Coordinator,35853,PhD,Single,8/9/2016,3/19/2019,Terminated,Better Opportunity,Poor,9,12,No
4003,Michael Adams,Female,46,Marketing,Assistant,116497,PhD,Married,11/24/2019,,Active,,Below Average,4,10,Yes
9903,Samantha Zimmerman,Other,37,Sales,Executive,51762,Masters,Single,1/13/2023,11/21/2023,Terminated,Termination,Average,5,4,Yes
9225,Savannah Boyd,Male,27,Marketing,Assistant,42462,High School,Single,12/13/2015,11/23/2024,Resigned,Lack of Growth,Average,9,1,Yes
1809,Jeffrey Russell,Male,47,Operations,Manager,68381,PhD,Divorced,8/11/2015,2/28/2020,Resigned,Termination,Excellent,8,15,Yes
8597,Pamela Francis,Male,22,Operations,Assistant,100635,Bachelors,Married,10/20/2019,8/1/2020,Resigned,Career Change,Below Average,5,1,No
9986,,Female,27,Finance,Assistant,66076,High School,Single,10/22/2017,,Active,,Poor,4,3,Yes
8229,Matthew Molina,Female,20,Finance,Manager,48993,High School,Married,4/8/2018,,Active,,Poor,5,10,No
8206,Kirsten Norton,Female,27,R&D,Assistant,,Masters,Single,10/7/2018,,Active,,Excellent,1,9,Yes
1263,Brent Norton,Male,35,IT,Coordinator,76548,Bachelors,Divorced,5/16/2017,6/17/2021,Active,,Average,4,14,Yes
2627,Jonathan Harris,Male,39,HR,Manager,43042,Masters,Married,10/22/2020,,Active,,Good,6,2,Yes
8565,Carlos Young,Other,36,Operations,Manager,56752,Masters,Married,2/8/2019,,Active,,Poor,6,15,No
8716,James Wilcox,Male,31,Marketing,Executive,63442,PhD,Married,1/26/2022,,Active,,Good,9,2,Yes
3113,Paula Harding,Male,57,Marketing,Analyst,31896,PhD,Single,6/20/2016,10/6/2021,Terminated,Personal Reasons,Excellent,2,1,No
8443,David York,Female,43,Finance,Lead,56226,PhD,Single,4/19/2021,11/26/2023,Terminated,Retirement,Excellent,3,14,Yes
4692,Anthony Bell,Other,37,HR,Assistant,75893,High School,Divorced,6/2/2015,7/31/2020,Active,,Below Average,10,6,No
4219,,Other,35,R&D,Lead,79244,High School,Single,6/18/2023,2/18/2025,Resigned,Better Opportunity,Poor,7,10,Yes
7665,Craig Murray,Other,58,Sales,Assistant,46686,Masters,Divorced,12/10/2017,,Active,,Average,6,13,Yes
6243,Corey Miller,Male,58,R&D,Coordinator,53399,PhD,Single,6/12/2019,2/14/2025,Resigned,Personal Reasons,Average,4,8,Yes
5542,Michael Christensen,Other,42,Finance,Lead,59797,Masters,Single,12/20/2022,,Active,,Good,8,14,Yes
2429,,Female,43,R&D,Manager,68518,High School,Single,4/25/2023,,Active,,Below Average,4,5,No
9111,Mrs. Ashley Clark,Male,41,Admin,Lead,50770,Bachelors,Married,10/15/2023,,Active,,Average,2,4,No
6321,Tammy Li,Other,35,Finance,Coordinator,111480,PhD,Single,5/11/2021,,Active,,Good,6,4,Yes
3638,Kelly Brown,Other,52,Admin,Analyst,76514,Masters,Married,9/8/2018,,Active,,Excellent,3,11,Yes
5181,Jimmy Fisher,Female,43,IT,Assistant,108307,Masters,Divorced,5/22/2019,8/6/2021,Resigned,Lack of Growth,Poor,10,7,No
4713,John Smith,Male,49,Admin,Manager,104181,Masters,Divorced,2/2/2022,11/20/2022,Resigned,Career Change,Poor,9,5,Yes
8108,Julie Morrison,Female,30,HR,Manager,101090,Masters,Married,9/8/2017,1/16/2019,Active,,Average,7,13,Yes
6165,Elizabeth Logan,Female,27,Admin,Coordinator,48765,Masters,Divorced,10/16/2022,,Active,,Good,10,11,No
7803,Sharon Tran,Male,60,Sales,Analyst,77328,Masters,Divorced,2/2/2020,,Active,,Good,8,14,No
1355,John Webb,Female,60,Marketing,Assistant,79050,PhD,Divorced,12/12/2019,,Active,,Below Average,5,2,Yes
9286,Jessica Thompson,Male,32,Admin,Manager,115971,Bachelors,Married,11/17/2022,10/26/2024,Resigned,Lack of Growth,Excellent,2,1,Yes
3514,Regina James,Other,60,Admin,Lead,116598,Masters,Single,12/4/2018,,Active,,Below Average,10,3,No
8217,Jennifer Rice,Female,31,Finance,Analyst,108033,High School,Divorced,12/2/2015,,Active,,Poor,8,13,No
2955,Derek Smith,Other,48,Admin,Manager,53860,Masters,Divorced,3/10/2016,,Active,,Poor,4,6,No
3395,Christine Ramos,Female,38,Admin,Executive,105736,High School,Single,10/27/2016,,Active,,Poor,6,8,Yes
6961,Amanda Webb,Male,60,R&D,Coordinator,58246,Bachelors,Single,5/6/2018,6/28/2021,Resigned,Career Change,Below Average,1,10,No
3463,Samuel Thomas,Male,28,Operations,Coordinator,45650,PhD,Married,7/26/2015,9/14/2017,Terminated,Termination,Below Average,10,14,No
3806,Samuel Haynes,Female,23,Finance,Coordinator,32137,Bachelors,Married,6/21/2023,,Active,,Poor,6,11,Yes
9568,Alexa Ballard,Female,41,Marketing,Manager,73735,Bachelors,Single,2/18/2022,,Active,,Poor,6,6,No
8758,Kristin Turner,Male,48,IT,Assistant,65737,PhD,Single,3/29/2023,11/12/2024,Terminated,Career Change,Excellent,5,14,Yes
4238,Stacy Miller,Female,25,Marketing,Coordinator,104154,PhD,Married,2/18/2019,,Active,,Excellent,9,8,Yes
5882,Brooke Townsend,Other,50,HR,Coordinator,52758,Masters,Single,11/10/2019,,Active,,Below Average,1,2,No
8658,Christopher Warren,Female,60,Sales,Executive,87575,Bachelors,Single,11/18/2021,8/20/2024,Resigned,Career Change,Excellent,3,15,Yes
9739,Julia Garcia,Male,27,HR,Assistant,113575,Masters,Divorced,7/29/2019,,Active,,Excellent,5,13,Yes
7972,Erin Adams,Male,55,R&D,Manager,92945,unknown,Divorced,6/7/2020,,Active,,Below Average,6,7,No
7101,Wesley Richards,Male,41,Sales,Coordinator,85020,Masters,Single,11/9/2016,,Active,,Excellent,8,4,Yes
5857,Tony Banks,Other,38,Marketing,Manager,89550,High School,Married,12/25/2015,1/12/2018,Resigned,Retirement,Good,5,4,Yes
3175,Carla Martin,Female,42,IT,Executive,68050,High School,Single,10/13/2018,1/21/2024,Terminated,Career Change,Average,8,14,Yes
9622,Felicia Sandoval,Female,43,Finance,Analyst,113367,Bachelors,Married,10/15/2017,3/20/2019,Active,,Poor,6,13,No
8828,James Skinner,Other,37,Operations,Assistant,96942,Masters,Married,2/20/2022,10/30/2024,Resigned,Lack of Growth,Excellent,9,6,No
6452,Stanley Wilson,Other,35,Marketing,Analyst,114969,Masters,Divorced,2/18/2017,4/25/2020,Terminated,Termination,Poor,4,6,No
1278,,Male,30,Finance,Manager,92955,PhD,Single,12/10/2020,,Active,,Average,10,7,No
4126,Carolyn Wood,Other,47,Sales,Manager,39995,Bachelors,Married,9/13/2015,,Active,,Poor,1,1,Yes
6495,Cynthia Morris,Other,34,Admin,Lead,37212,High School,Single,7/26/2015,6/4/2022,Terminated,Career Change,Poor,10,11,No
4212,Ruth Young,Male,28,Operations,Assistant,,Bachelors,Single,9/23/2018,,Active,,Excellent,9,11,No
6396,Michelle Young,Other,28,R&D,Analyst,,unknown,Single,5/2/2015,,Active,,Average,1,5,No
9314,Thomas Mitchell,Other,52,Admin,Coordinator,85227,Masters,Divorced,12/7/2023,,Active,,Average,3,8,No
6604,Lisa Frazier,Female,57,Finance,Manager,66561,Bachelors,Married,7/17/2017,11/14/2024,Resigned,Career Change,Excellent,7,4,Yes
5674,Emily Harris,Other,58,Sales,Executive,88660,PhD,Married,4/26/2017,3/10/2020,Active,,Excellent,2,14,No
4665,,Other,34,Finance,Analyst,,Masters,Single,8/23/2020,,Active,,Average,10,2,No
2576,Ryan Montoya,Female,50,IT,Executive,107023,PhD,Divorced,10/15/2018,,Active,,Poor,8,2,Yes
1814,Yolanda Waters,Male,48,R&D,Coordinator,34210,Masters,Divorced,1/20/2024,,Active,,Poor,5,15,No
4299,Ashley Price,Male,36,IT,Analyst,59269,PhD,Married,1/8/2017,,Active,,Below Average,7,12,Yes
6007,Katelyn Donovan,Male,51,Sales,Executive,101805,PhD,Single,7/14/2017,,Active,,Below Average,2,4,Yes
3744,Beth Contreras,Other,47,IT,Lead,80389,PhD,Divorced,7/24/2021,,Active,,Good,7,4,No
1815,Cory Yang,Male,45,Operations,Coordinator,119943,Masters,Married,5/23/2019,,Active,,Excellent,10,11,No
7037,Tracy Turner,Other,58,Finance,Executive,39216,High School,Divorced,3/11/2021,,Active,,Good,3,12,Yes
1370,Travis Morgan,Male,39,Operations,Assistant,62998,Masters,Divorced,10/17/2019,1/26/2025,Terminated,Personal Reasons,Good,4,1,No
4178,Tasha Jones,Male,45,Finance,Manager,,PhD,Married,11/18/2019,,Active,,Below Average,0,1,Yes
8071,Breanna Ramirez,Female,37,IT,Manager,47391,High School,Married,12/7/2018,,Active,,Below Average,0,6,Yes
5240,James Perry,Male,28,HR,Coordinator,95260,High School,Divorced,5/11/2019,,Active,,Poor,0,8,Yes
9239,Daniel Thompson,Other,48,Admin,Executive,49860,PhD,Divorced,5/20/2018,,Active,,Below Average,7,4,No
7067,John Woods,Female,23,HR,Coordinator,72564,High School,Single,4/7/2019,,Active,,Poor,5,13,No
6659,Arthur Alexander,Female,51,IT,Manager,48740,PhD,Single,6/19/2021,,Active,,Average,2,7,Yes
1978,Paul Newton,Female,52,Finance,Coordinator,92202,Bachelors,Single,6/30/2019,,Active,,Below Average,4,9,No
7800,Marissa Tate,Female,55,HR,Coordinator,106680,PhD,Single,6/27/2023,2/13/2024,Active,,Good,0,14,Yes
5644,Alyssa Simpson,Male,43,R&D,Lead,45083,Masters,Single,4/22/2023,,Active,,Poor,10,4,Yes
3864,Kaitlin Smith,Other,44,IT,Analyst,30433,Masters,Married,10/4/2021,,Active,,Excellent,1,1,No
7696,Amy Humphrey,Other,52,HR,Assistant,42001,unknown,Divorced,11/25/2016,1/16/2022,Resigned,Retirement,Below Average,5,4,No
6675,Lisa Kim MD,Male,55,HR,Lead,92859,Masters,Single,11/27/2022,,Active,,Below Average,4,13,Yes
4961,Lisa Butler,Other,44,HR,Lead,109035,High School,Single,10/16/2022,,Active,,Average,2,2,Yes
7442,Adam King,Male,54,Admin,Executive,32252,High School,Divorced,10/16/2016,,Active,,Good,10,3,No
2602,Courtney Banks,Female,49,Operations,Assistant,112624,Masters,Divorced,3/18/2024,12/14/2024,Resigned,Retirement,Average,5,3,Yes
6948,Rachel Cook,Other,20,Finance,Assistant,80496,Masters,Divorced,6/15/2019,1/22/2024,Active,,Good,3,1,No
3513,Kenneth Hall,Female,40,Marketing,Lead,63505,Bachelors,Single,10/1/2015,,Active,,Excellent,4,2,Yes
2770,Robert Crawford,Other,47,HR,Executive,57666,Bachelors,Divorced,1/10/2018,2/28/2024,Terminated,Personal Reasons,Excellent,10,15,Yes
2878,Bridget Carroll,Male,33,R&D,Assistant,111325,High School,Divorced,3/6/2016,3/15/2018,Active,,Good,5,12,Yes
1888,Kelly Schultz,Other,57,Sales,Lead,101994,Bachelors,Divorced,3/28/2020,,Active,,Poor,7,10,Yes
2121,Todd Edwards,Male,53,HR,Coordinator,114519,PhD,Single,5/14/2016,9/24/2023,Resigned,Lack of Growth,Poor,9,7,Yes
4865,Lisa Hickman,Other,53,R&D,Executive,101085,Bachelors,Married,8/31/2023,,Active,,Poor,0,6,No
2252,Rachel Wolfe,Female,46,Admin,Lead,36747,Bachelors,Married,7/3/2016,7/13/2024,Terminated,Better Opportunity,Good,3,11,No
4068,Marcus Hanson,Female,52,Marketing,Manager,106515,Bachelors,Divorced,3/8/2017,,Active,,Excellent,2,10,Yes
3123,Nicholas Johnston,Male,60,Marketing,Lead,106394,High School,Single,8/7/2017,,Active,,Below Average,8,10,Yes
5652,Mrs. Jenna Martinez,Female,59,R&D,Analyst,96780,PhD,Married,3/31/2020,,Active,,Excellent,4,1,Yes
6469,Megan Glass,Female,40,Finance,Assistant,89595,Bachelors,Divorced,12/10/2019,,Active,,Below Average,3,4,No
5321,Melanie Mckinney,Female,42,R&D,Assistant,41387,Masters,Married,5/5/2019,,Active,,Below Average,5,9,No
3117,Kathy Carlson,Other,42,Admin,Manager,36440,PhD,Single,7/3/2022,,Active,,Excellent,4,14,Yes
5778,Thomas Brown,Other,46,Sales,Assistant,75974,Masters,Married,5/8/2020,12/26/2023,Resigned,Better Opportunity,Excellent,9,11,No
3419,Richard Price,Other,38,R&D,Coordinator,38692,High School,Married,7/1/2021,12/14/2023,Terminated,Termination,Average,7,7,Yes
9891,Mariah Moore,Male,60,Sales,Lead,106145,PhD,Single,4/15/2019,,Active,,Excellent,3,7,No
2919,Christine Blair,Female,47,Admin,Analyst,,Bachelors,Married,3/16/2023,,Active,,Poor,10,8,Yes
2638,Janet Hall,Other,32,Finance,Executive,68139,Bachelors,Divorced,1/21/2019,3/29/2021,Terminated,Termination,Good,10,8,No
6313,Jason Thompson,Other,42,Finance,Coordinator,63728,High School,Single,7/2/2017,,Active,,Excellent,10,1,Yes
7807,Denise Taylor,Female,33,IT,Executive,40976,High School,Married,9/4/2020,,Active,,Poor,10,15,No
4419,Andrew Riley,Male,43,Marketing,Executive,32426,High School,Single,5/8/2016,,Active,,Below Average,8,3,No
4082,Mr. Tyrone Burton,Other,54,HR,Analyst,104085,PhD,Divorced,8/2/2016,,Active,,Average,1,9,Yes
7736,Michael Richardson,Female,26,Finance,Manager,107324,Masters,Divorced,7/10/2019,8/11/2024,Resigned,Retirement,Good,7,7,Yes
2313,Peter Rodriguez,Female,26,R&D,Coordinator,100434,Bachelors,Married,12/13/2019,,Active,,Below Average,3,14,No
3829,Jason Barnes,Female,31,Admin,Analyst,118372,PhD,Divorced,10/19/2021,,Active,,Excellent,10,14,Yes
1190,Kristy Doyle,Male,29,HR,Analyst,,Masters,Single,12/16/2015,,Active,,Below Average,3,10,No
3026,Victoria Johnston DVM,Female,41,R&D,Manager,58386,PhD,Married,9/22/2023,9/27/2023,Active,,Average,9,13,Yes
2984,Bridget Thomas,Female,36,Marketing,Manager,32040,Masters,Single,3/22/2018,9/27/2022,Active,,Poor,9,8,No
7071,Steve Hobbs,Other,46,R&D,Coordinator,87964,Bachelors,Divorced,1/6/2017,,Active,,Good,7,15,Yes
2394,Jamie Watkins,Female,57,Sales,Coordinator,104319,PhD,Divorced,1/7/2020,,Active,,Poor,9,11,Yes
8142,Emily Vasquez,Male,35,HR,Manager,44172,Bachelors,Married,12/14/2016,,Active,,Average,0,9,Yes
1942,Theresa Alexander,Other,44,Marketing,Assistant,93150,Masters,Married,8/14/2017,,Active,,Below Average,3,12,Yes
2249,Ronald Walker,Female,44,Admin,Coordinator,,Masters,Divorced,12/10/2016,,Active,,Excellent,5,10,No
6801,Andrew Myers,Other,29,Finance,Analyst,58951,PhD,Single,1/28/2020,,Active,,Good,4,4,Yes
7124,Philip Williams,Male,37,IT,Lead,102373,Masters,Single,3/23/2019,,Active,,Poor,6,10,No
3323,,Other,49,Operations,Manager,53042,Bachelors,Single,9/2/2020,,Active,,Excellent,5,13,Yes
1897,Stacey King,Female,22,Finance,Executive,,High School,Single,4/5/2023,,Active,,Good,7,9,Yes
7462,Jennifer Cook,Female,29,FINANCE,Lead,77457,Masters,Married,1/13/2020,6/29/2023,Resigned,Retirement,Good,2,13,Yes
6893,Peter Yang,Female,37,HR,Executive,,PhD,Single,6/22/2015,11/27/2018,Terminated,Better Opportunity,Below Average,0,5,Yes
7644,Kim Freeman,Female,37,HR,Analyst,44299,High School,Divorced,3/22/2024,1/4/2025,Active,,Average,1,4,Yes
7363,Joseph Smith,Male,31,Finance,Coordinator,50719,High School,Single,8/19/2023,,Active,,Good,8,6,Yes
3388,Emma Simmons,Male,26,Marketing,Lead,,PhD,Single,11/20/2019,5/6/2024,Active,,Poor,9,6,Yes
3588,Mark Blake,Other,39,IT,Coordinator,100806,High School,Married,10/14/2019,,Active,,Good,10,6,Yes
3620,James Cole,Other,56,Admin,Lead,100428,High School,Married,9/18/2018,,Active,,Excellent,10,2,Yes
1496,Connie Moody,Female,48,Sales,Manager,117513,Masters,Single,11/26/2019,,Active,,Excellent,4,11,Yes
1720,Michelle Williams,Male,60,Sales,Coordinator,33359,Bachelors,Divorced,9/20/2015,5/15/2022,Terminated,Lack of Growth,Below Average,5,3,Yes
1709,Martha Brewer,Male,23,Operations,Assistant,75976,PhD,Divorced,1/1/2017,,Active,,Poor,1,15,No
7885,Vanessa Jones,Other,39,Marketing,Coordinator,32481,High School,Single,2/2/2019,11/2/2022,Resigned,Personal Reasons,Good,5,13,Yes
6651,Shawn Morrison,Female,22,Admin,Coordinator,55904,High School,Married,7/5/2022,,Active,,Poor,8,8,No
9885,Melissa Williamson,Other,28,IT,Lead,75171,Masters,Single,11/9/2020,12/9/2020,Active,,Below Average,1,7,No
5557,,Male,40,R&D,Coordinator,,Bachelors,Single,2/10/2024,,Active,,Poor,4,9,Yes
4747,Julia Santana,Other,59,IT,Coordinator,87523,High School,Married,10/12/2022,,Active,,Excellent,5,11,No
1682,Kiara Parsons,Male,57,HR,Executive,82456,High School,Married,5/28/2016,,Active,,Good,4,6,Yes
8514,Jason Murray,Male,46,admin,Lead,96831,unknown,Single,5/31/2015,3/26/2023,Resigned,Lack of Growth,Excellent,8,6,Yes
3622,Christopher Green,Male,36,Marketing,Manager,74655,Masters,Married,3/28/2018,,Active,,Poor,5,2,No
3417,Derrick Hernandez,Male,36,Marketing,Coordinator,117619,Masters,Divorced,12/4/2022,,Active,,Poor,2,13,Yes
3922,Paul Smith,Male,31,Finance,Manager,42831,PhD,Divorced,7/2/2019,,Active,,Average,9,5,No
6640,Makayla Salas,Other,56,Operations,Coordinator,95658,PhD,Married,1/19/2019,10/2/2024,Resigned,Personal Reasons,Good,0,14,No
6307,Kenneth Davis,Female,48,R&D,Coordinator,67363,High School,Married,7/22/2019,7/27/2020,Resigned,Lack of Growth,Poor,10,15,Yes
5941,Ryan Hood,Female,26,IT,Manager,45758,Masters,Married,11/14/2017,12/9/2024,Active,,Excellent,6,15,No
7848,Laura Thompson,Other,47,Finance,Manager,36338,Masters,Divorced,5/14/2017,,Active,,Good,5,10,Yes
2421,Debra Herrera,Other,43,Operations,Coordinator,82864,Masters,Single,1/9/2024,3/14/2025,Terminated,Termination,Below Average,3,6,Yes
8657,Dustin Carpenter,Male,43,Admin,Assistant,64347,unknown,Divorced,6/3/2021,,Active,,Below Average,5,7,No
2144,Faith Hopkins,Male,35,R&D,Analyst,74605,PhD,Single,8/29/2023,,Active,,Excellent,0,7,No
1823,Raymond Wells,Male,37,R&D,Executive,59700,Masters,Married,4/18/2019,11/13/2021,Resigned,Lack of Growth,Poor,5,2,No
8674,Michael Meyer,Female,48,Admin,Coordinator,67971,High School,Married,9/29/2023,,Active,,Good,3,7,Yes
3393,Jacqueline Melendez,Female,44,Sales,Analyst,58143,Masters,Divorced,12/8/2020,,Active,,Excellent,3,6,Yes
5031,Wendy Colon,Female,59,Sales,Coordinator,118844,PhD,Single,1/4/2022,,Active,,Average,6,5,No
9802,Dr. Barbara Stevenson,Female,45,Marketing,Assistant,33361,Bachelors,Married,1/13/2018,,Active,,Good,10,3,No
2145,Steven Ramos,Male,59,IT,Manager,89870,Bachelors,Married,2/12/2016,,Active,,Average,6,7,No
5024,Jennifer Mcknight,Male,51,IT,Assistant,119208,PhD,Single,11/10/2020,,Active,,Good,6,6,No
4291,Michael Salazar,Female,50,HR,Assistant,63442,High School,Single,12/14/2015,7/27/2019,Active,,Good,3,5,No
2596,Michael Marshall,Female,58,HR,Assistant,,Masters,Divorced,5/7/2022,,Active,,Good,6,2,No
7441,Caleb Buckley,Female,50,HR,Lead,62015,Bachelors,Divorced,5/5/2017,,Active,,Excellent,7,1,Yes
8882,Jesse Rodriguez,Female,20,Operations,Executive,62564,High School,Divorced,3/17/2018,,Active,,Excellent,9,9,Yes
3107,Mary Bell,Male,39,Operations,Assistant,104973,High School,Single,6/20/2017,5/23/2022,Active,,Excellent,8,14,No
4959,Melissa Sanders,Male,36,Sales,Analyst,65118,High School,Married,12/17/2015,9/18/2018,Terminated,Termination,Excellent,3,13,Yes
9448,David Lopez,Female,25,Sales,Analyst,97493,High School,Divorced,9/22/2015,,Active,,Excellent,5,14,No
2950,Nancy Shepherd,Other,51,Operations,Lead,63172,High School,Single,7/24/2018,,Active,,Poor,3,9,No
6929,Latasha Jones,Female,56,Finance,Analyst,117741,Masters,Married,6/1/2015,,Active,,Average,8,15,Yes
7429,Jason Reynolds,Male,27,Operations,Executive,81879,High School,Married,4/29/2019,,Active,,Below Average,10,9,Yes
8494,Wendy Johnson,Female,33,Sales,Analyst,44484,Bachelors,Divorced,9/26/2020,,Active,,Below Average,3,14,No
3455,Kelly Conway,Male,32,Finance,Lead,76146,PhD,Divorced,1/31/2017,,Active,,Below Average,9,13,No
2964,Pamela Cooper,Male,41,Sales,Coordinator,61774,Masters,Single,7/15/2015,4/12/2023,Terminated,Lack of Growth,Poor,2,4,No
5428,Eric Farley,Male,43,Admin,Manager,,High School,Married,3/9/2024,,Active,,Poor,2,14,Yes
2290,James Phillips,Other,59,Admin,Executive,117416,PhD,Single,7/18/2016,6/3/2020,Terminated,Better Opportunity,Below Average,4,13,No
8680,Cynthia Poole,Female,45,Sales,Assistant,33893,High School,Divorced,2/29/2016,,Active,,Excellent,8,10,No
5091,Darren Livingston,Other,34,Marketing,Analyst,115882,PhD,Single,10/11/2015,,Active,,Excellent,5,15,No
8608,Nathan Sharp,Male,25,Finance,Coordinator,51447,Bachelors,Single,10/18/2021,1/13/2022,Active,,Good,6,8,Yes
6254,Elizabeth Dominguez,Other,25,R&D,Lead,35536,Bachelors,Married,3/28/2018,3/4/2019,Resigned,Termination,Average,2,1,No
1922,Christina Nelson,Male,37,IT,Analyst,102676,Masters,Single,9/27/2020,,Active,,Below Average,8,12,Yes
6626,Jeffrey Reynolds,Male,60,R&D,Assistant,102143,Masters,Divorced,2/26/2024,,Active,,Good,10,5,No
2411,Anthony Delgado,Female,53,IT,Lead,57228,High School,Single,11/26/2015,,Active,,Good,7,1,Yes
1971,George Bowman DDS,Female,37,finance,Lead,116989,Masters,Single,3/19/2023,,Active,,Good,5,11,No
7701,,Male,55,Finance,Analyst,113057,PhD,Divorced,10/3/2018,8/4/2023,Active,,Excellent,9,5,Yes
1900,,Female,57,Marketing,Coordinator,96965,Bachelors,Single,10/4/2021,,Active,,Poor,6,14,Yes
9318,,Other,34,Finance,Coordinator,107324,Masters,Married,10/21/2022,,Active,,Below Average,0,1,No
4901,Troy Dean,Female,41,Marketing,Coordinator,98885,Masters,Divorced,8/21/2017,3/5/2025,Active,,Poor,10,1,No
6302,Carl Taylor,Other,25,R&D,Assistant,95902,High School,Married,9/17/2016,,Active,,Below Average,10,11,Yes
4708,Catherine Carroll,Male,57,IT,Analyst,97458,Bachelors,Married,7/29/2022,,Active,,Average,8,1,No
5950,Heather Duncan,Male,26,Sales,Analyst,98322,PhD,Married,1/30/2022,,Active,,Below Average,9,12,No
7769,Kelly Byrd,Female,40,Admin,Manager,64091,High School,Divorced,8/20/2015,,Active,,Poor,10,8,No
5761,Emma Baker,Female,46,Finance,Executive,83944,Bachelors,Married,9/30/2021,,Active,,Excellent,2,13,No
8554,Christina Massey MD,Other,46,Operations,Executive,73937,PhD,Divorced,7/17/2021,,Active,,Below Average,7,15,Yes
9426,Susan Cabrera,Male,27,IT,Analyst,72145,PhD,Single,6/4/2019,,Active,,Average,7,10,No
6786,Sarah Thomas,Male,58,R&D,Lead,56665,Bachelors,Married,3/31/2022,,Active,,Good,8,10,Yes
6085,Tiffany Wheeler,Other,46,Sales,Executive,55864,Bachelors,Divorced,10/18/2019,,Active,,Excellent,4,8,Yes
1733,Alyssa Roth,Male,51,Operations,Lead,42828,High School,Married,12/20/2015,3/26/2016,Resigned,Personal Reasons,Poor,7,2,No
4898,Amy Garcia,Female,27,R&D,Executive,45243,Masters,Divorced,7/23/2018,,Active,,Poor,0,10,No
8029,Michael Walker,Male,25,HR,Lead,51592,Bachelors,Divorced,8/2/2017,,Active,,Average,0,14,Yes
8423,Jesus Rodriguez,Male,41,Admin,Analyst,113121,unknown,Married,12/7/2022,,Active,,Excellent,8,13,No
4502,Taylor Smith,Other,43,Marketing,Lead,53486,PhD,Married,6/22/2017,,Active,,Average,6,8,No
7043,Nicole Lara,Female,41,Finance,Lead,47053,Masters,Single,4/22/2023,,Active,,Good,3,8,Yes
7310,Mrs. Karen Johnson,Male,53,HR,Lead,113312,Masters,Married,2/27/2022,4/27/2023,Resigned,Career Change,Good,0,9,No
1716,Joseph Anthony,Other,28,HR,Analyst,92457,PhD,Married,11/5/2022,,Active,,Poor,2,10,No
5907,Ana Stuart,Other,52,Admin,Manager,34664,High School,Divorced,9/3/2022,2/10/2024,Active,,Average,6,13,No
1929,Joshua Nixon,Male,42,R&D,Executive,63085,Masters,Single,7/27/2023,,Active,,Good,9,3,Yes
6260,Phillip Montoya,Other,60,R&D,Assistant,37061,Bachelors,Married,5/11/2022,,Active,,Below Average,0,2,Yes
7731,Steven Vasquez,Other,43,Admin,Analyst,60623,Bachelors,Married,9/21/2019,,Active,,Below Average,8,5,Yes
8080,Brandon Dean,Other,55,Operations,Coordinator,114211,PhD,Divorced,8/6/2020,6/11/2024,Active,,Below Average,8,2,No
6405,David Hernandez,Other,57,HR,Lead,112649,PhD,Single,5/1/2016,9/16/2018,Active,,Below Average,8,5,Yes
